--- ATL ---
Theo Pinson (pinsoth01) | curr_mins, 3.7 | prev_mins, mean: 7.421052631578948, std: 6.991090491503297 | 2fga, mean: 0.47368421052631576, std: 0.8187552203212656 | 3fga, mean: 1.5789473684210527, std: 1.9551763811586012 | fta, mean: 0.5263157894736842, std: 0.8806947647727111 | 2fgp: (5, 6) | 3fgp: (2, 3) | ftp: (2, 1) | ast, mean: 0.8947368421052632, std: 1.1189627171299632 | reb, mean: 1.105263157894737, std: 1.5524085477634344 | stl, mean: 0.2631578947368421, std: 0.90856192113853 | blk, mean: 0.10526315789473684, std: 0.3068922049918579
Jaden Hardy (hardyja02) | curr_mins, 3.3 | prev_mins, mean: 3.0, std: 2.449489742783178 | 2fga, mean: 1.0, std: 0.816496580927726 | 3fga, mean: 0.6666666666666666, std: 0.9428090415820634 | fta, mean: 1.0, std: 1.0 | 2fgp: (1, 2) | 3fgp: (1, 2) | ftp: (4, 2) | ast, mean: 0.3333333333333333, std: 0.4714045207910317 | reb, mean: 0.6666666666666666, std: 0.4714045207910317 | stl, mean: 1.0, std: 1.0 | blk, mean: 1.0, std: 1.0
Tyler Dorsey (dorsety01) | curr_mins, 4.0 | prev_mins, mean: 4.0, std: 1.0 | 2fga, mean: 2.75, std: 2.5289984842489197 | 3fga, mean: 2.75, std: 2.545420724883544 | fta, mean: 1.2708333333333333, std: 1.9972854842399361 | 2fgp: (12, 13) | 3fgp: (2, 3) | ftp: (6, 4) | ast, mean: 1.0, std: 1.0 | reb, mean: 1.0, std: 1.0 | stl, mean: 1.0, std: 1.0 | blk, mean: 1.0, std: 1.0
McKinley Wright IV (wrighmc01) | curr_mins, 5.0 | prev_mins, mean: 3.6, std: 1.9595917942265424 | 2fga, mean: 0.2, std: 0.4000000000000001 | 3fga, mean: 0.4, std: 0.48989794855663565 | fta, mean: 1.0, std: 1.0 | 2fgp: (2, 1) | 3fgp: (2, 2) | ftp: (4, 2) | ast, mean: 0.6, std: 0.7999999999999999 | reb, mean: 1.0, std: 1.0 | stl, mean: 1.0, std: 1.0 | blk, mean: 1.0, std: 1.0
--- DEN ---
Nikola Jokić (jokicni01) | curr_mins, 31.5 | prev_mins, mean: 32.972972972972975, std: 4.408140421112117 | 2fga, mean: 13.824324324324325, std: 4.782733889981889 | 3fga, mean: 3.891891891891892, std: 2.2273943543823256 | fta, mean: 6.324324324324325, std: 3.5492980200814745 | 2fgp: (16, 9) | 3fgp: (2, 3) | ftp: (18, 5) | ast, mean: 7.891891891891892, std: 2.8549036409524313 | reb, mean: 13.77027027027027, std: 3.850402917832975 | stl, mean: 1.472972972972973, std: 1.0682515769714418 | blk, mean: 0.8513513513513513, std: 0.9820336377850898
Kentavious Caldwell-Pope (caldwke01) | curr_mins, 31.6 | prev_mins, mean: 29.727272727272727, std: 4.173622686374181 | 2fga, mean: 5.467532467532467, std: 2.504979018935986 | 3fga, mean: 5.298701298701299, std: 2.47094773901824 | fta, mean: 2.0, std: 2.2905792382611976 | 2fgp: (13, 14) | 3fgp: (8, 12) | ftp: (9, 2) | ast, mean: 1.8831168831168832, std: 1.3384816555270722 | reb, mean: 3.3896103896103895, std: 2.096105505398568 | stl, mean: 1.077922077922078, std: 0.8939367734728842 | blk, mean: 0.33766233766233766, std: 0.6160281156172168
Aaron Gordon (gordoaa01) | curr_mins, 28.9 | prev_mins, mean: 31.2, std: 5.0199601592044525 | 2fga, mean: 7.653333333333333, std: 3.1090977612305615 | 3fga, mean: 3.466666666666667, std: 1.8135294011647258 | fta, mean: 3.066666666666667, std: 2.634809712715934 | 2fgp: (18, 12) | 3fgp: (2, 3) | ftp: (21, 8) | ast, mean: 2.506666666666667, std: 1.754030279733569 | reb, mean: 5.8533333333333335, std: 2.65175832651134 | stl, mean: 0.5866666666666667, std: 0.8499934640271588 | blk, mean: 0.5866666666666667, std: 0.6946142014736589
Jamal Murray (murraja01) | curr_mins, 29.4 | prev_mins, mean: 34.958333333333336, std: 4.864661401943157 | 2fga, mean: 9.916666666666666, std: 3.3962806453858057 | 3fga, mean: 6.583333333333333, std: 2.5725581734055223 | fta, mean: 3.1875, std: 2.34215223316789 | 2fgp: (12, 11) | 3fgp: (12, 17) | ftp: (21, 4) | ast, mean: 4.8125, std: 1.9648605760545286 | reb, mean: 4.041666666666667, std: 2.081248957290363 | stl, mean: 1.3333333333333333, std: 1.0671873729054748 | blk, mean: 0.2708333333333333, std: 0.48902894142939596
Michael Porter Jr. (portemi01) | curr_mins, 29.1 | prev_mins, mean: 29.0, std: 8.96908269804914 | 2fga, mean: 6.111111111111111, std: 1.9116278371205837 | 3fga, mean: 5.333333333333333, std: 2.8674417556808756 | fta, mean: 1.0, std: 1.247219128924647 | 2fgp: (15, 16) | 3fgp: (6, 20) | ftp: (6, 5) | ast, mean: 1.8888888888888888, std: 1.6629588385661962 | reb, mean: 6.555555555555555, std: 3.4995590551163605 | stl, mean: 1.1111111111111112, std: 0.5665577237325317 | blk, mean: 0.2222222222222222, std: 0.41573970964154905
Bruce Brown (brownbr01) | curr_mins, 27.8 | prev_mins, mean: 24.083333333333332, std: 9.256754290786809 | 2fga, mean: 5.722222222222222, std: 3.2198266957426895 | 3fga, mean: 1.3055555555555556, std: 1.2978495984692964 | fta, mean: 1.7777777777777777, std: 1.945237933334622 | 2fgp: (10, 9) | 3fgp: (12, 17) | ftp: (23, 8) | ast, mean: 2.0555555555555554, std: 1.9852853761339597 | reb, mean: 4.791666666666667, std: 2.4148700218070167 | stl, mean: 1.0694444444444444, std: 1.1705457996745803 | blk, mean: 0.7222222222222222, std: 1.057016532802247
Bones Hyland (hylanbo01) | curr_mins, 21.5 | prev_mins, mean: 18.463768115942027, std: 6.826163881532155 | 2fga, mean: 3.0869565217391304, std: 1.7172537094027391 | 3fga, mean: 5.188405797101449, std: 2.36689341015578 | fta, mean: 1.8115942028985508, std: 2.0801014629575834 | 2fgp: (14, 16) | 3fgp: (12, 20) | ftp: (7, 2) | ast, mean: 2.7681159420289854, std: 2.065204678323444 | reb, mean: 2.7246376811594204, std: 1.760138811810307 | stl, mean: 0.5942028985507246, std: 0.7674320170941291 | blk, mean: 0.2898550724637681, std: 0.5922555577305086
Jeff Green (greenje02) | curr_mins, 19.9 | prev_mins, mean: 24.133333333333333, std: 5.913449829743117 | 2fga, mean: 4.8133333333333335, std: 2.6264974564786634 | 3fga, mean: 2.24, std: 1.9172202099219937 | fta, mean: 2.64, std: 1.9088565512718167 | 2fgp: (19, 12) | 3fgp: (7, 14) | ftp: (6, 2) | ast, mean: 1.28, std: 1.2281150868980752 | reb, mean: 3.08, std: 1.9715307081892823 | stl, mean: 0.37333333333333335, std: 0.6276587891167904 | blk, mean: 0.36, std: 0.6248199740725324
DeAndre Jordan (jordade01) | curr_mins, 15.9 | prev_mins, mean: 12.458333333333334, std: 4.974762696741312 | 2fga, mean: 2.9791666666666665, std: 1.8084245368705754 | 3fga, mean: 1.0, std: 1.0 | fta, mean: 0.8333333333333334, std: 1.3894443333777555 | 2fgp: (10, 6) | 3fgp: (3, 6) | ftp: (12, 10) | ast, mean: 0.4375, std: 0.7043392293490403 | reb, mean: 5.5, std: 2.7613402542968153 | stl, mean: 0.25, std: 0.47871355387816905 | blk, mean: 0.7291666666666666, std: 0.8351542605344769
Christian Braun (braunch01) | curr_mins, 14.8 | prev_mins, mean: 14.25, std: 8.488963423174823 | 2fga, mean: 2.2666666666666666, std: 1.730767331432956 | 3fga, mean: 1.2, std: 1.1075498483890767 | fta, mean: 0.6, std: 1.019803902718557 | 2fgp: (9, 10) | 3fgp: (8, 12) | ftp: (6, 5) | ast, mean: 0.9375, std: 0.899218410621135 | reb, mean: 2.25, std: 1.9525624189766635 | stl, mean: 0.4375, std: 0.8637671850678283 | blk, mean: 0.1875, std: 0.3903123748998999
Zeke Nnaji (nnajize01) | curr_mins, 9.4 | prev_mins, mean: 16.536585365853657, std: 6.864889678027839 | 2fga, mean: 2.5853658536585367, std: 1.9251304644557186 | 3fga, mean: 1.951219512195122, std: 1.6222721120308186 | fta, mean: 1.5853658536585367, std: 1.447885080942032 | 2fgp: (6, 5) | 3fgp: (7, 8) | ftp: (13, 8) | ast, mean: 0.4146341463414634, std: 0.7317073170731708 | reb, mean: 3.5853658536585367, std: 3.0281251525195967 | stl, mean: 0.3902439024390244, std: 0.7925891126474107 | blk, mean: 0.3170731707317073, std: 0.5604451362476125
Davon Reed (reedda01) | curr_mins, 7.5 | prev_mins, mean: 13.4375, std: 8.519356025154327 | 2fga, mean: 1.5625, std: 1.3370715824766701 | 3fga, mean: 1.7916666666666667, std: 1.6827350421923892 | fta, mean: 0.3125, std: 0.7403898184965358 | 2fgp: (18, 13) | 3fgp: (4, 5) | ftp: (3, 2) | ast, mean: 1.1041666666666667, std: 1.103773514912467 | reb, mean: 2.25, std: 1.8874586088176875 | stl, mean: 0.5, std: 0.67700320038633 | blk, mean: 0.1875, std: 0.44046613566387444
Vlatko Čančar (cancavl01) | curr_mins, 6.6 | prev_mins, mean: 11.2, std: 6.784295591044561 | 2fga, mean: 1.9333333333333333, std: 1.2892719737209146 | 3fga, mean: 0.8, std: 1.0456258094238748 | fta, mean: 0.9333333333333333, std: 1.6110727964792764 | 2fgp: (17, 14) | 3fgp: (8, 6) | ftp: (10, 6) | ast, mean: 1.1333333333333333, std: 1.359738536958076 | reb, mean: 2.066666666666667, std: 2.694851057521032 | stl, mean: 0.13333333333333333, std: 0.3399346342395189 | blk, mean: 0.2, std: 0.4000000000000001
Peyton Watson (watsope01) | curr_mins, 2.6 | prev_mins, mean: 14.25, std: 8.488963423174823 | 2fga, mean: 1.6, std: 0.8 | 3fga, mean: 0.2, std: 0.4 | fta, mean: 1.0, std: 1.0 | 2fgp: (4, 6) | 3fgp: (1, 2) | ftp: (4, 2) | ast, mean: 0.9375, std: 0.899218410621135 | reb, mean: 2.25, std: 1.9525624189766635 | stl, mean: 0.4375, std: 0.8637671850678283 | blk, mean: 0.1875, std: 0.3903123748998999
Ish Smith (smithis01) | curr_mins, 4.6 | prev_mins, mean: 16.841269841269842, std: 7.5702138721467325 | 2fga, mean: 5.571428571428571, std: 3.499271061118826 | 3fga, mean: 1.0476190476190477, std: 1.1468185313135522 | fta, mean: 0.38095238095238093, std: 0.7648751621051911 | 2fgp: (8, 10) | 3fgp: (5, 8) | ftp: (6, 4) | ast, mean: 3.7777777777777777, std: 2.8365217043394386 | reb, mean: 2.2063492063492065, std: 1.8869537906937883 | stl, mean: 0.6825396825396826, std: 0.7308485354426246 | blk, mean: 0.36507936507936506, std: 0.5434045323372599
--- DET ---
Cade Cunningham (cunnica01) | curr_mins, 33.3 | prev_mins, mean: 32.21875, std: 6.068537586395919 | 2fga, mean: 10.4375, std: 4.49956595128908 | 3fga, mean: 5.671875, std: 2.6401626814223023 | fta, mean: 2.625, std: 2.6604745817240953 | 2fgp: (9, 10) | 3fgp: (6, 12) | ftp: (12, 3) | ast, mean: 5.5625, std: 2.650913757556062 | reb, mean: 5.53125, std: 3.0309278179296846 | stl, mean: 1.21875, std: 1.0528050329951886 | blk, mean: 0.671875, std: 0.8848496959229856
Bojan Bogdanović (bogdabo02) | curr_mins, 31.9 | prev_mins, mean: 28.80952380952381, std: 5.114117226984328 | 2fga, mean: 5.317460317460317, std: 2.5931864129357955 | 3fga, mean: 7.285714285714286, std: 2.41311608748951 | fta, mean: 1.8253968253968254, std: 2.264562626678417 | 2fgp: (16, 15) | 3fgp: (8, 13) | ftp: (17, 4) | ast, mean: 3.0793650793650795, std: 1.739381273879711 | reb, mean: 3.9682539682539684, std: 1.868436694547576 | stl, mean: 1.0793650793650793, std: 1.0435225342154668 | blk, mean: 0.2222222222222222, std: 0.5177621088984156
Jaden Ivey (iveyja01) | curr_mins, 31.7 | prev_mins, mean: 31.333333333333332, std: 4.14996653266291 | 2fga, mean: 9.0, std: 2.326319992151199 | 3fga, mean: 4.823529411764706, std: 1.7900145946709338 | fta, mean: 4.529411764705882, std: 2.614836561281514 | 2fgp: (15, 16) | 3fgp: (2, 3) | ftp: (9, 4) | ast, mean: 4.166666666666667, std: 2.242270674512285 | reb, mean: 4.888888888888889, std: 2.806517986736686 | stl, mean: 1.1111111111111112, std: 1.1493422703098444 | blk, mean: 0.3333333333333333, std: 0.7453559924999298
Saddiq Bey (beysa01) | curr_mins, 31.0 | prev_mins, mean: 32.48780487804878, std: 5.785271253288176 | 2fga, mean: 6.414634146341464, std: 2.8667616620721557 | 3fga, mean: 7.439024390243903, std: 2.767835999721865 | fta, mean: 3.097560975609756, std: 2.7700918189306223 | 2fgp: (6, 7) | 3fgp: (10, 18) | ftp: (20, 5) | ast, mean: 2.841463414634146, std: 1.6781923506364465 | reb, mean: 5.378048780487805, std: 3.2484151629357965 | stl, mean: 0.8902439024390244, std: 0.9240169141226643 | blk, mean: 0.1951219512195122, std: 0.39629455632370536
Isaiah Stewart (stewais01) | curr_mins, 27.0 | prev_mins, mean: 25.08450704225352, std: 6.161549281286732 | 2fga, mean: 6.253521126760563, std: 2.9056443849527045 | 3fga, mean: 0.647887323943662, std: 0.9207864297848537 | fta, mean: 1.4507042253521127, std: 1.718078950081905 | 2fgp: (10, 9) | 3fgp: (10, 20) | ftp: (19, 8) | ast, mean: 1.1549295774647887, std: 1.083134305900303 | reb, mean: 8.690140845070422, std: 3.6793736044342844 | stl, mean: 0.30985915492957744, std: 0.5197927348519983 | blk, mean: 1.0985915492957747, std: 0.9664065801920249
Jalen Duren (durenja01) | curr_mins, 22.1 | prev_mins, mean: 21.6875, std: 3.53055856062465 | 2fga, mean: 5.133333333333334, std: 3.159465496286076 | 3fga, mean: 0.06666666666666667, std: 0.24944382578492946 | fta, mean: 2.2, std: 1.9731531449264992 | 2fgp: (4, 3) | 3fgp: (1, 2) | ftp: (12, 16) | ast, mean: 0.4375, std: 0.7043392293490403 | reb, mean: 7.4375, std: 2.6450129961873534 | stl, mean: 0.4375, std: 0.6091746465505602 | blk, mean: 1.0, std: 1.0
Killian Hayes (hayeski01) | curr_mins, 22.6 | prev_mins, mean: 24.424242424242426, std: 6.203763779524457 | 2fga, mean: 4.424242424242424, std: 2.528987137418948 | 3fga, mean: 2.5303030303030303, std: 1.6534600724550135 | fta, mean: 1.121212121212121, std: 1.5326264989577931 | 2fgp: (10, 12) | 3fgp: (6, 15) | ftp: (11, 4) | ast, mean: 4.196969696969697, std: 2.400881763333207 | reb, mean: 3.1818181818181817, std: 2.088272382305461 | stl, mean: 1.1818181818181819, std: 1.33608531424537 | blk, mean: 0.5303030303030303, std: 0.7223634812763767
Marvin Bagley III (baglema01) | curr_mins, 22.5 | prev_mins, mean: 23.354166666666668, std: 6.65673087725666 | 2fga, mean: 7.270833333333333, std: 3.5691944897351218 | 3fga, mean: 2.0208333333333335, std: 1.2663856596190943 | fta, mean: 2.1041666666666665, std: 2.0639725383078353 | 2fgp: (12, 9) | 3fgp: (6, 17) | ftp: (3, 2) | ast, mean: 0.75, std: 0.9013878188659973 | reb, mean: 7.041666666666667, std: 2.7685610983967024 | stl, mean: 0.4583333333333333, std: 0.7347996703561832 | blk, mean: 0.375, std: 0.5636562191028618
Alec Burks (burksal01) | curr_mins, 21.7 | prev_mins, mean: 28.098765432098766, std: 7.884356974135251 | 2fga, mean: 4.185185185185185, std: 2.596821947104904 | 3fga, mean: 4.802469135802469, std: 2.5792129773209376 | fta, mean: 3.259259259259259, std: 2.463450244194947 | 2fgp: (12, 19) | 3fgp: (3, 4) | ftp: (24, 6) | ast, mean: 2.950617283950617, std: 2.0300290976927013 | reb, mean: 4.901234567901234, std: 2.391367903763605 | stl, mean: 1.0493827160493827, std: 1.0411441304843463 | blk, mean: 0.32098765432098764, std: 0.584304176108604
Isaiah Livers (liveris01) | curr_mins, 19.0 | prev_mins, mean: 19.526315789473685, std: 9.826754141267022 | 2fga, mean: 1.368421052631579, std: 1.1792292896004253 | 3fga, mean: 3.3684210526315788, std: 1.8976585660336787 | fta, mean: 0.7368421052631579, std: 1.207088941176812 | 2fgp: (8, 7) | 3fgp: (9, 12) | ftp: (7, 2) | ast, mean: 1.105263157894737, std: 0.9676198058342229 | reb, mean: 3.0, std: 2.470883072485369 | stl, mean: 0.6842105263157895, std: 0.8616160812497315 | blk, mean: 0.3684210526315789, std: 0.581334790378277
Hamidou Diallo (diallha01) | curr_mins, 14.7 | prev_mins, mean: 21.413793103448278, std: 8.374910154450903 | 2fga, mean: 7.4655172413793105, std: 4.7022207418277535 | 3fga, mean: 1.603448275862069, std: 1.351112634376901 | fta, mean: 2.413793103448276, std: 2.385549042265928 | 2fgp: (12, 10) | 3fgp: (2, 4) | ftp: (14, 8) | ast, mean: 1.2586206896551724, std: 1.320401517141089 | reb, mean: 4.775862068965517, std: 3.2591679890694545 | stl, mean: 1.2241379310344827, std: 1.2600369924547214 | blk, mean: 0.29310344827586204, std: 0.4916061182545949
Cory Joseph (josepco01) | curr_mins, 13.1 | prev_mins, mean: 24.153846153846153, std: 7.211594871574246 | 2fga, mean: 3.7384615384615385, std: 2.032633177220153 | 3fga, mean: 2.4153846153846152, std: 1.4664694147436892 | fta, mean: 1.7384615384615385, std: 1.7031818465351443 | 2fgp: (14, 16) | 3fgp: (13, 18) | ftp: (24, 4) | ast, mean: 3.646153846153846, std: 2.2286993049121673 | reb, mean: 2.6769230769230767, std: 1.6743098905123435 | stl, mean: 0.6461538461538462, std: 0.753060815416641 | blk, mean: 0.26153846153846155, std: 0.4731863538224523
Kevin Knox (knoxke01) | curr_mins, 10.5 | prev_mins, mean: 7.068965517241379, std: 6.710419250393549 | 2fga, mean: 1.0689655172413792, std: 1.3112519546090722 | 3fga, mean: 1.793103448275862, std: 2.383554435694546 | fta, mean: 0.6896551724137931, std: 1.206403840312821 | 2fgp: (16, 15) | 3fgp: (3, 6) | ftp: (4, 2) | ast, mean: 0.3448275862068966, std: 0.4753120259341455 | reb, mean: 1.4482758620689655, std: 1.7924401956368314 | stl, mean: 0.13793103448275862, std: 0.3448275862068965 | blk, mean: 0.06896551724137931, std: 0.2533954906327426
Nerlens Noel (noelne01) | curr_mins, 12.0 | prev_mins, mean: 22.08, std: 6.27324477443691 | 2fga, mean: 2.28, std: 1.6375591592366978 | 3fga, mean: 0.12, std: 0.32496153618543844 | fta, mean: 1.2, std: 1.3266499161421599 | 2fgp: (10, 8) | 3fgp: (1, 2) | ftp: (8, 4) | ast, mean: 0.92, std: 1.1634431657799191 | reb, mean: 5.64, std: 2.9377542443165665 | stl, mean: 1.2, std: 1.16619037896906 | blk, mean: 1.24, std: 1.1056219968868202
Rodney McGruder (mcgruro01) | curr_mins, 4.2 | prev_mins, mean: 14.313725490196079, std: 7.384377245048724 | 2fga, mean: 1.5490196078431373, std: 1.6486920007512085 | 3fga, mean: 2.8627450980392157, std: 2.178501084287239 | fta, mean: 0.5098039215686274, std: 1.2425866288435186 | 2fgp: (2, 2) | 3fgp: (3, 4) | ftp: (20, 8) | ast, mean: 0.9411764705882353, std: 1.2432052928743025 | reb, mean: 2.176470588235294, std: 1.822580398215255 | stl, mean: 0.4117647058823529, std: 0.6317256350426279 | blk, mean: 0.13725490196078433, std: 0.34411625048596556
--- GSW ---
Stephen Curry (curryst01) | curr_mins, 34.8 | prev_mins, mean: 34.09375, std: 4.453645802878805 | 2fga, mean: 7.40625, std: 3.512116304665892 | 3fga, mean: 11.71875, std: 3.6334760818670597 | fta, mean: 4.65625, std: 3.3223615001230677 | 2fgp: (11, 10) | 3fgp: (12, 19) | ftp: (13, 2) | ast, mean: 6.3125, std: 2.9148059540902547 | reb, mean: 5.234375, std: 2.316666432479005 | stl, mean: 1.328125, std: 1.199670364881537 | blk, mean: 0.359375, std: 0.5410403029118995
Andrew Wiggins (wiggian01) | curr_mins, 33.3 | prev_mins, mean: 31.397260273972602, std: 3.957790050387007 | 2fga, mean: 8.493150684931507, std: 2.7153712007966733 | 3fga, mean: 5.465753424657534, std: 1.605488802628341 | fta, mean: 3.219178082191781, std: 2.6236363729758363 | 2fgp: (16, 15) | 3fgp: (12, 18) | ftp: (20, 12) | ast, mean: 2.2054794520547945, std: 1.452054794520548 | reb, mean: 4.4520547945205475, std: 2.060995210395098 | stl, mean: 1.0410958904109588, std: 0.9131963458903539 | blk, mean: 0.6986301369863014, std: 0.734379460475628
Draymond Green (greendr01) | curr_mins, 30.2 | prev_mins, mean: 28.41304347826087, std: 6.095529676868771 | 2fga, mean: 4.413043478260869, std: 2.4189117833234315 | 3fga, mean: 1.173913043478261, std: 0.9847610132961846 | fta, mean: 1.9782608695652173, std: 2.1416077913444074 | 2fgp: (18, 13) | 3fgp: (9, 20) | ftp: (20, 11) | ast, mean: 6.956521739130435, std: 2.6123163279651824 | reb, mean: 7.304347826086956, std: 2.9845221394313937 | stl, mean: 1.326086956521739, std: 1.1988100590401944 | blk, mean: 1.0869565217391304, std: 1.2480608777745499
Klay Thompson (thompkl01) | curr_mins, 29.4 | prev_mins, mean: 28.84375, std: 5.601949298012255 | 2fga, mean: 8.65625, std: 3.0270589583785776 | 3fga, mean: 9.25, std: 3.010398644698074 | fta, mean: 1.59375, std: 1.8516778708781936 | 2fgp: (11, 12) | 3fgp: (6, 9) | ftp: (10, 2) | ast, mean: 2.75, std: 1.6583123951777 | reb, mean: 3.90625, std: 1.5280578972997063 | stl, mean: 0.5, std: 0.6614378277661477 | blk, mean: 0.53125, std: 0.7493486755176124
Jordan Poole (poolejo01) | curr_mins, 28.0 | prev_mins, mean: 29.55263157894737, std: 5.0897077179087225 | 2fga, mean: 6.2894736842105265, std: 2.7038753351911113 | 3fga, mean: 7.631578947368421, std: 3.198857136636367 | fta, mean: 3.5, std: 3.010944946970006 | 2fgp: (12, 10) | 3fgp: (5, 8) | ftp: (26, 3) | ast, mean: 4.0, std: 2.1213203435596424 | reb, mean: 3.4210526315789473, std: 1.9885405776118488 | stl, mean: 0.7894736842105263, std: 0.9775881905793004 | blk, mean: 0.3026315789473684, std: 0.5624134282411187
Kevon Looney (looneke01) | curr_mins, 23.1 | prev_mins, mean: 20.658536585365855, std: 5.550696533297337 | 2fga, mean: 4.426829268292683, std: 2.1866027096560257 | 3fga, mean: 0.012195121951219513, std: 0.10975609756097561 | fta, mean: 1.524390243902439, std: 1.836125359422546 | 2fgp: (5, 4) | 3fgp: (1, 2) | ftp: (4, 3) | ast, mean: 2.0121951219512195, std: 1.4774227926591925 | reb, mean: 7.2682926829268295, std: 3.5477536021620466 | stl, mean: 0.6097560975609756, std: 0.7925891126474107 | blk, mean: 0.6341463414634146, std: 0.8191636889632521
Anthony Lamb (lamban01) | curr_mins, 20.0 | prev_mins, mean: 16.833333333333332, std: 12.624931242937084 | 2fga, mean: 0.0, std: 1.0 | 3fga, mean: 0.0, std: 1.0 | fta, mean: 1.0, std: 1.0 | 2fgp: (4, 5) | 3fgp: (1, 2) | ftp: (4, 2) | ast, mean: 0.9583333333333334, std: 1.2068956964966866 | reb, mean: 2.9166666666666665, std: 2.752524094152291 | stl, mean: 0.25, std: 0.5204164998665332 | blk, mean: 0.20833333333333334, std: 0.4982608642958916
JaMychal Green (greenja01) | curr_mins, 17.2 | prev_mins, mean: 15.716417910447761, std: 4.9438820028583494 | 2fga, mean: 3.029850746268657, std: 2.0730693176142885 | 3fga, mean: 1.8507462686567164, std: 1.2369163794089948 | fta, mean: 1.3880597014925373, std: 1.83624555214683 | 2fgp: (19, 12) | 3fgp: (5, 12) | ftp: (21, 4) | ast, mean: 0.8805970149253731, std: 0.9387573249860528 | reb, mean: 4.1940298507462686, std: 2.4812058092318034 | stl, mean: 0.6417910447761194, std: 0.8927818763425779 | blk, mean: 0.3880597014925373, std: 0.5451338020223784
Donte DiVincenzo (divindo01) | curr_mins, 16.3 | prev_mins, mean: 23.428571428571427, std: 5.811084880036876 | 2fga, mean: 2.8095238095238093, std: 1.5620209016054025 | 3fga, mean: 5.190476190476191, std: 1.828844225683002 | fta, mean: 1.9761904761904763, std: 2.098617404706696 | 2fgp: (4, 6) | 3fgp: (11, 20) | ftp: (17, 4) | ast, mean: 2.8095238095238093, std: 2.10710922760358 | reb, mean: 4.0476190476190474, std: 2.3191991736925566 | stl, mean: 1.1428571428571428, std: 1.1664236870396087 | blk, mean: 0.19047619047619047, std: 0.49943278484292936
Ty Jerome (jeromty01) | curr_mins, 16.3 | prev_mins, mean: 16.1875, std: 7.4404755952380714 | 2fga, mean: 2.9583333333333335, std: 2.7835703491898474 | 3fga, mean: 3.875, std: 2.368411915187052 | fta, mean: 0.9791666666666666, std: 1.5875765510851927 | 2fgp: (2, 2) | 3fgp: (8, 18) | ftp: (22, 6) | ast, mean: 2.2708333333333335, std: 1.9868272795814157 | reb, mean: 1.625, std: 1.5761900266148114 | stl, mean: 0.625, std: 0.8068715304598785 | blk, mean: 0.10416666666666667, std: 0.30547663122114954
Moses Moody (moodymo01) | curr_mins, 16.2 | prev_mins, mean: 11.211538461538462, std: 9.721776781380152 | 2fga, mean: 1.4038461538461537, std: 1.8939134837747127 | 3fga, mean: 2.1153846153846154, std: 2.5544369103569737 | fta, mean: 0.6923076923076923, std: 1.4615384615384617 | 2fgp: (12, 10) | 3fgp: (5, 8) | ftp: (8, 3) | ast, mean: 0.4423076923076923, std: 0.7699515853526 | reb, mean: 1.5384615384615385, std: 2.051842872053714 | stl, mean: 0.1346153846153846, std: 0.3936440286626677 | blk, mean: 0.19230769230769232, std: 0.44021242854844606
Jonathan Kuminga (kuminjo01) | curr_mins, 15.0 | prev_mins, mean: 16.4, std: 9.763488837793297 | 2fga, mean: 4.442857142857143, std: 3.4377555563632094 | 3fga, mean: 2.1285714285714286, std: 1.6980781453617209 | fta, mean: 2.7142857142857144, std: 2.8642768079662035 | 2fgp: (4, 3) | 3fgp: (2, 3) | ftp: (14, 7) | ast, mean: 0.9142857142857143, std: 1.2732731402946964 | reb, mean: 3.342857142857143, std: 2.5850433225754332 | stl, mean: 0.44285714285714284, std: 0.6466554455860729 | blk, mean: 0.3142857142857143, std: 0.6220440302022068
James Wiseman (wisemja01) | curr_mins, 13.4 | prev_mins, mean: 20.974358974358974, std: 5.828696381881892 | 2fga, mean: 8.461538461538462, std: 2.6875415688725908 | 3fga, mean: 0.9743589743589743, std: 0.9195087731815953 | fta, mean: 2.2051282051282053, std: 2.3002729735390566 | 2fgp: (14, 12) | 3fgp: (7, 14) | ftp: (18, 11) | ast, mean: 0.6666666666666666, std: 0.9428090415820635 | reb, mean: 5.794871794871795, std: 2.333474213836606 | stl, mean: 0.28205128205128205, std: 0.5037662231894486 | blk, mean: 0.9230769230769231, std: 1.0224308737116352
Ryan Rollins (rolliry01) | curr_mins, 6.3 | prev_mins, mean: 5.666666666666667, std: 5.9066817155564495 | 2fga, mean: 1.0, std: 0.816496580927726 | 3fga, mean: 1.0, std: 1.1547005383792515 | fta, mean: 0.3333333333333333, std: 0.74535599249993 | 2fgp: (2, 3) | 3fgp: (2, 2) | ftp: (2, 1) | ast, mean: 0.3333333333333333, std: 0.4714045207910317 | reb, mean: 1.0, std: 1.1547005383792515 | stl, mean: 1.0, std: 1.0 | blk, mean: 1.0, std: 1.0
Patrick Baldwin Jr. (baldwpa01) | curr_mins, 6.7 | prev_mins, mean: 6.0, std: 6.48074069840786 | 2fga, mean: 0.6666666666666666, std: 0.9428090415820634 | 3fga, mean: 1.6666666666666667, std: 1.699673171197595 | fta, mean: 1.0, std: 1.0 | 2fgp: (2, 1) | 3fgp: (2, 5) | ftp: (4, 2) | ast, mean: 1.0, std: 1.0 | reb, mean: 1.6666666666666667, std: 2.357022603955158 | stl, mean: 1.0, std: 1.4142135623730951 | blk, mean: 1.0, std: 1.0
--- HOU ---
